de muren ,;2;2.3;2=-7.3 5=-11.89
even doorgaan PUN;2;1.95;2=-7.99 5=-11.89
kan ik nog;2;1.95;2=-7.99 5=-11.89
zo kan ik;2;1.95;2=-7.99 5=-11.89
niet te vinden;2;1.95;2=-7.99 5=-11.89
en zo kan;2;1.95;2=-7.99 5=-11.89
het niet ,;3;1.93;3=-8.03 5=-11.89
tegenvallen PUN </S>;3;1.93;3=-8.03 5=-11.89
ronduit slecht PUN;2;1.87;2=-7.59 3=-8.36 5=-11.89
was schoon PUN;3;1.85;3=-8.18 5=-11.89
maar dan ook;2;1.8;2=-8.28 5=-11.89
ik dacht dat;2;1.8;2=-8.28 5=-11.89
uit te doen;2;1.8;2=-8.28 5=-11.89
het gebouw is;2;1.8;2=-8.28 5=-11.89
<S> na veel;2;1.8;2=-8.28 5=-11.89
badkamer PUN PUN;2;1.8;2=-8.28 5=-11.89
en de receptie;2;1.8;2=-8.28 5=-11.89
, vies en;2;1.8;2=-8.28 5=-11.89
s die op;2;1.8;2=-8.28 5=-11.89
misleiden door de;2;1.8;2=-8.28 5=-11.89
<S> kleine badkamer;3;1.76;3=-8.36 5=-11.89
er werd niet;2;1.72;2=-7.77 4=-10.54 5=-11.89
op de grond;2;1.71;2=-7.07 3=-7.78 4=-9.63 5=-11.48
ik nog nooit;2;1.7;2=-7.77 3=-9.28 5=-11.89
ramp PUN </S>;2;1.68;2=-7.77 4=-9.63 5=-11.89
voor een 4;2;1.68;2=-7.77 4=-9.63 5=-11.89
op het bed;3;1.65;3=-7.89 5=-11.19
handdoeken in de;3;1.65;3=-8.59 5=-11.89
persooneel PUN </S>;3;1.65;3=-8.59 5=-11.89
ook het enige;3;1.65;3=-8.59 5=-11.89
bij centrum PUN;3;1.65;3=-8.59 5=-11.89
teleurstelling PUN </S>;3;1.65;3=-8.59 5=-11.89
hadden een 2;3;1.65;3=-8.59 5=-11.89
de ziggo dome;3;1.65;3=-8.59 5=-11.89
duur voor de;3;1.65;3=-8.59 5=-11.89
daar is alles;3;1.65;3=-8.59 5=-11.89
de muur en;3;1.65;3=-8.59 5=-11.89
een betere kamer;3;1.65;3=-8.59 5=-11.89
<S> wifi werkte;3;1.65;3=-8.59 5=-11.89
je kunt beter;3;1.65;3=-8.59 5=-11.89
veel te klein;2;1.64;2=-7.3 3=-7.67 4=-8.93 5=-11.48
doorgaan PUN </S>;2;1.62;2=-7.99 3=-9.28 5=-11.89
nauwelijks PUN </S>;2;1.62;2=-7.99 3=-9.28 5=-11.89
te zoeken ,;2;1.62;2=-7.99 4=-10.54 5=-11.89
je niet misleiden;2;1.6;2=-8.28 5=-11.48
foto ' s.;2;1.6;2=-8.28 5=-11.48
we naar een;2;1.6;2=-8.28 5=-11.48
niet in orde;2;1.6;2=-8.28 5=-11.48
